vid_path,id_label,label,category
clips\16\19.MOV,16,WRONG,SURVIVAL
clips\96\9.MOV,96,COLD,DRINK
clips\31\9.MOV,31,FEBRUARY,CALENDAR
clips\84\8.MOV,84,DARK,COLOR
clips\29\5.MOV,29,TEN,NUMBER
clips\30\8.MOV,30,JANUARY,CALENDAR
clips\45\18.MOV,45,THURSDAY,DAYS
clips\83\11.MOV,83,LIGHT,COLOR
clips\56\12.MOV,56,GRANDFATHER,FAMILY
clips\13\3.MOV,13,DON’T KNOW,SURVIVAL
clips\48\16.MOV,48,SUNDAY,DAYS
clips\24\15.MOV,24,FIVE,NUMBER
clips\10\5.MOV,10,UNDERSTAND,SURVIVAL
clips\35\3.MOV,35,JUNE,CALENDAR
clips\54\7.MOV,54,SON,FAMILY
clips\23\17.MOV,23,FOUR,NUMBER
clips\63\6.MOV,63,GIRL,RELATIONSHIPS
clips\33\18.MOV,33,APRIL,CALENDAR
clips\52\1.MOV,52,FATHER,FAMILY
clips\14\11.MOV,14,NO,SURVIVAL
clips\1\16.MOV,1,GOOD AFTERNOON,GREETING
clips\5\4.MOV,5,IM FINE,GREETING
clips\44\12.MOV,44,WEDNESDAY,DAYS
clips\44\10.MOV,44,WEDNESDAY,DAYS
clips\7\11.MOV,7,THANK YOU,GREETING
clips\53\4.MOV,53,MOTHER,FAMILY
clips\58\16.MOV,58,UNCLE,FAMILY
clips\5\19.MOV,5,IM FINE,GREETING
clips\88\15.MOV,88,MEAT,FOOD
clips\7\8.MOV,7,THANK YOU,GREETING
clips\44\3.MOV,44,WEDNESDAY,DAYS
clips\34\0.MOV,34,MAY,CALENDAR
clips\13\11.MOV,13,DON’T KNOW,SURVIVAL
clips\44\8.MOV,44,WEDNESDAY,DAYS
clips\96\20.MOV,96,COLD,DRINK
clips\16\8.MOV,16,WRONG,SURVIVAL
clips\73\18.MOV,73,GREEN,COLOR
clips\59\1.MOV,59,AUNTIE,FAMILY
clips\42\8.MOV,42,MONDAY,DAYS
clips\26\20.MOV,26,SEVEN,NUMBER
clips\10\13.MOV,10,UNDERSTAND,SURVIVAL
clips\73\16.MOV,73,GREEN,COLOR
clips\35\2.MOV,35,JUNE,CALENDAR
clips\78\0.MOV,78,YELLOW,COLOR
clips\60\9.MOV,60,COUSIN,FAMILY
clips\43\0.MOV,43,TUESDAY,DAYS
clips\16\6.MOV,16,WRONG,SURVIVAL
clips\15\7.MOV,15,YES,SURVIVAL
clips\52\3.MOV,52,FATHER,FAMILY
clips\51\10.MOV,51,YESTERDAY,DAYS
clips\69\16.MOV,69,BLIND,RELATIONSHIPS
clips\93\17.MOV,93,SHRIMP,FOOD
clips\103\6.MOV,103,SUGAR,DRINK
clips\70\0.MOV,70,DEAF BLIND,RELATIONSHIPS
clips\40\15.MOV,40,NOVEMBER,CALENDAR
clips\48\7.MOV,48,SUNDAY,DAYS
clips\31\1.MOV,31,FEBRUARY,CALENDAR
clips\96\17.MOV,96,COLD,DRINK
